season,week,conflict,fsh_match,fsh_overlap,fsh_fan_aligned,fsh_judge_aligned,dual_match,dual_overlap,dual_fan_aligned,dual_judge_aligned,fix_match,fix_overlap,fix_fan_aligned,fix_judge_aligned,rank_match,rank_overlap,rank_fan_aligned,rank_judge_aligned,pct_match,pct_overlap,pct_fan_aligned,pct_judge_aligned
6,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
6,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
6,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
7,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
7,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
7,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
7,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
7,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
7,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
7,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
7,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
8,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
8,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
8,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
8,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
8,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
8,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
8,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
8,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
8,10,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
9,1,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
9,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
9,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
9,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
9,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
9,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
9,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
9,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
9,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
10,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
10,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
10,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
10,5,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
10,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
10,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
10,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
10,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
11,1,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
11,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
11,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
11,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
11,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
11,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
11,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
11,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
11,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
12,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
12,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
12,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
13,1,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
13,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
13,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
13,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
13,5,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
13,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
13,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
13,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
13,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
14,5,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
14,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
14,9,1,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0
15,1,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
15,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
15,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
15,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
15,6,1,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
15,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
15,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
16,5,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
16,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
17,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
17,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
17,10,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
18,1,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
18,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
18,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
18,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
18,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
18,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
18,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,1,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
19,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
19,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
19,10,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
20,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
20,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
20,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
20,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
20,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
20,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
20,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
20,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
21,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
21,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
21,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
21,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
21,9,0,1,1.0,1,1,0,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
22,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
22,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
22,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
22,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
22,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
22,8,1,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
22,9,0,1,1.0,1,1,0,0.3333333333333333,1,1,1,1.0,1,1,0,0.3333333333333333,1,1,1,1.0,1,1
23,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
23,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
23,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
23,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
23,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
23,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
23,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
23,10,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
24,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
24,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
24,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
24,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
24,6,1,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
24,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
24,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
24,9,1,1,1.0,1,0,0,0.0,0,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
25,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
25,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
25,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
25,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
25,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
25,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
25,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
26,1,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
26,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
27,1,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
27,8,1,1,1.0,1,0,0,0.3333333333333333,1,0,1,1.0,1,0,0,0.3333333333333333,1,1,1,1.0,1,0
28,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
28,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
28,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
28,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
28,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
28,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
28,10,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
29,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
29,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
29,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
29,5,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
29,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
29,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
29,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
29,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
29,10,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
30,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
30,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
30,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
30,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
30,6,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
30,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
30,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
30,9,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,1,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,4,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
31,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
31,8,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
31,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
32,1,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
32,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
32,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
32,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
32,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
32,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
32,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
